RowID,OrderID,OrderDate,CustomerID,ProductID,StoreID,Channel,Quantity,UnitPrice_KES,DiscountPct,PaymentMethod,OrderStatus,ShippingDays
1257,O003192,2024-12-16 09:25:00,C00231,P0168,ST019,In-Store,1.0,31350.0,0.0,M-PESA,Completed,0.0
1258,O000998,2024-05-05 20:07:00,C00769,P0175,ST099,Online,1.0,15740.0,0.0,M-Pesa,Completed,3.0
1259,O004362,2025-04-19 19:23:00,C00364,P0012,ST019,In-Store,-1.0,130340.0,0.0,Cash,Completed,0.0
1260,O005326,2025-07-30 15:35:00,C00005,P0093,ST099,Online,3.0,15030.0,0.0,M-Pesa,Completed,4.0
1261,O001321,2024-06-14 15:59:00,C01298,P0051,ST011,In-Store,1.0,20210.0,0.0,M-Pesa,Cancelled,0.0
1262,O000043,2024-01-06 20:09:00,C00489,P0107,ST003,In-Store,1.0,13230.0,0.0,cash ,Returned,0.0
1263,O006551,2025-11-25 09:02:00,C00416,P0108,ST099,Online,1.0,14950.0,0.0,Airtel Money,Completed,3.0
1264,O000623,2024-03-22 19:37:00,C01298,P0135,ST017,In-Store,2.0,3510.0,0.0,Cash,Completed,0.0
1265,O002383,2024-10-09 14:18:00,,P0023,ST099,Online,1.0,122960.0,0.2,Credit/Debit Card,Completed,5.0
1266,O002742,2024-11-11 15:49:00,C01260,P0156,ST099,Online,1.0,30350.0,0.0,Bank Transfer,Completed,6.0
1267,O000746,2024-04-07 12:27:00,C01067,P0074,ST011,In-Store,1.0,1880.0,0.0,M-Pesa,Completed,0.0
1268,O001722,2024-07-28 14:29:00,C01004,P0161,ST011,In-Store,3.0,49910.0,0.0,airtel money,Completed,0.0
1269,O003051,2024-12-07 11:11:00,C01104,P0058,ST013,In-Store,1.0,17000.0,0.0,M-Pesa,Completed,0.0
1270,O004990,2025-06-25 10:28:00,C00848,P0175 ,ST024,In-Store,1.0,15740.0,0.0,Airtel Money,Completed,0.0
1271,O002609,2024-10-31 09:10:00,C00529,P0198,ST005,In-Store,1.0,35160.0,0.0,M-Pesa,Completed,0.0
1272,O002889,2024-11-25 19:59:00,C00549,P0088,ST020,In-Store,1.0,10360.0,0.0,Credit/Debit Card,Completed,0.0
1273,O003437,2024-12-29 08:13:00,C01258,P0086,ST011,In-Store,1.0,19730.0,0.05,Cash,Completed,0.0
1274,O006786,2025-12-12 11:29:00,C00184,P0039,ST099,Online,1.0,75080.0,0.0,Card,Returned,1.0
1275,O001678,2024-07-25 13:50:00,C00190,P0045,ST099,Online,1.0,20960.0,0.15,M pesa,complete,5.0
1276,O005176,2025-07-14 09:11:00,C00929,P0183,ST099,Online,1.0,39320.0,0.0,Airtel Money,COMPLETED,2.0
1277,O003375,2024-12-25 18:48:00,C00503,P0016,ST019,In-Store,2.0,38090.0,0.0,Credit/Debit Card,Completed,0.0
1278,O004767,2025-05-31 13:18:00,C01244,P0197,ST004,In-Store,4.0,,0.0,M-Pesa,Completed,0.0
1279,O004632,2025-05-18 08:40:00,C00918,P0159,ST099,Online,2.0,14960.0,0.0,M pesa,Completed,2.0
1280,O001456,2024-06-30 13:06:00,,P0060,ST018,In-Store,1.0,20160.0,0.0,M-Pesa,Completed,0.0
1281,O001548,2024-07-10 16:06:00,C01162,P0128,ST020,In-Store,2.0,13910.0,,M-Pesa,completed,0.0
1282,O005814,2025-09-19 20:42:00,C00901,P0188,ST099,Online,1.0,10310.0,0.1,Credit/Debit Card,Completed,5.0
1283,O006278,2025-11-01 19:53:00,C00674,P0092,ST021,In-Store,1.0,2840.0,0.0,CASH,Completed,0.0
1284,O000636,2024-03-23 16:25:00,C01161,P0189,ST021,In-Store,3.0,32140.0,0.0,M-Pesa,Completed,0.0
1285,O000056,2024-01-07 19:30:00,C00769,P0063,ST099,Online,1.0,1440.0,,M-Pesa,Completed,5.0
1286,O001079,2024-05-14 08:20:00,C00285,P0158,ST005,In-Store,1.0,36400.0,0.0,M-Pesa,Completed,0.0
1287,O005998,2025-10-07 18:16:00,C00260,P0042,ST005,In-Store,1.0,123680.0,0.0,Bank Transfer,Completed,0.0
1288,O004232,2025-04-06 17:08:00,C00904,P0088,ST012,In-Store,1.0,10360.0,0.0,M-Pesa,Completed,0.0
1289,O005409,2025-08-09 08:22:00,C00813,P0012,ST022,In-Store,1.0,130340.0,0.0,AIRTEL MONEY,Completed,0.0
1290,O006270,2025-11-01 13:04:00,,P0104,ST099,Online,1.0,3780.0,0.0,M-Pesa,Returned,4.0
1291,O001112,2024-05-18 12:53:00,C00190,P0056,ST099,Online,1.0,14270.0,0.0,Cash,completed,3.0
1292,O004481,2025-04-30 15:40:00,C01234,P0162,ST013,In-Store,1.0,42760.0,0.05,M-Pesa,Completed,0.0
1293,O005100,2025-07-06 11:26:00,C01254,P0160,ST010,In-Store,1.0,52970.0,0.0,M-Pesa,Completed,0.0
1294,O002315,2024-10-02 16:33:00,C01143,P0161,ST006,In-Store,1.0,49910.0,0.0,credit card,Returned,0.0
1295,O004861,2025-06-11 16:53:00,C01243,P0091,ST007,In-Store,1.0,2270.0,0.0,Mpesa ,Completed,0.0
1296,O001633,2024-07-19 18:08:00,C01320,P0062,ST001,In-Store,2.0,20210.0,0.0,M-Pesa,Completed,0.0
1297,O001614,2024-07-17 09:39:00,C00217,P0093,ST099,Online,2.0,15030.0,,MPESA ,Completed,6.0
1298,O002715,2024-11-09 19:13:00,C00109,P0196,ST099,Online,1.0,20930.0,0.0,M-Pesa,Completed,1.0
1299,O001909,2024-08-19 09:13:00,C00666,P0013,ST099,Online,1.0,30190.0,0.0,Cash,Completed,6.0
1300,O000629,2024-03-22 14:46:00,C01324,P0131,ST099,Online,3.0,1830.0,0.0,M-Pesa,Completed,5.0
1301,O003157,2024-12-14 15:39:00,C00749,P0102,ST099,Online,1.0,5210.0,0.0,M-Pesa,Completed,2.0
1302,O001827,2024/08/10,C00068,P0118,ST002,In-Store,1.0,9190.0,0.0,MPESA ,Completed,0.0
1303,O005427,10/08/2025,C00221,P0196,ST010,In-Store,1.0,20930.0,0.0,M-Pesa,Completed,0.0
1304,O001218,2024-06-02 15:13:00,C00718,P0030,ST022,In-Store,2.0,62130.0,0.0,MPESA ,Completed,0.0
1305,O000037,2024-01-05 19:31:00,C01124,P0018,ST099,Online,1.0,79380.0,0.1,Airtel Money,Completed,2.0
1306,O002516,2024-10-21 14:26:00,C00252,P0163,ST019,In-Store,1.0,41210.0,0.1,Bank Transfer,Returned,0.0
1307,O005345,2025-08-02 16:48:00,C00285,P0030,ST099,Online,1.0,62130.0,0.0,Airtel Money,Cancelled,5.0
1308,O001468,2024-07-01 20:54:00,C00152,P0028,ST099,Online,1.0,6690.0,0.0,Airtel money,Completed,1.0
1309,O003227,2024-12-18 13:05:00,C01092,P0146,ST099,Online,1.0,29570.0,0.05,Bank Transfer,Completed,3.0
1310,O005289,2025-07-28 11:35:00,C00509,P0161,ST003,In-Store,3.0,49910.0,0.05,Airtel Money,Completed,0.0
1311,O003770,2025-02-10 20:29:00,C00693,P0160,ST099,Online,1.0,52970.0,0.0,Mpesa ,Completed,3.0
1312,O002006,2024-08-30 11:01:00,C00283,P0096,ST011,In-Store,2.0,6270.0,0.0,M-Pesa,Completed,0.0
1313,O002318,2024-10-03 08:24:00,C01100,P0160,ST020,In-Store,2.0,52970.0,0.0,Cash,Cancelled,0.0
1314,O001688,2024-07-26 16:27:00,C00485,P0160,ST099,Online,1.0,,0.1,Cash,Completed,4.0
1315,O006116,2025-10-18 08:36:00,C00465,P0023,ST099,Online,1.0,122960.0,0.0,Mpesa ,Completed,4.0
1316,O002795,2024-11-16 11:33:00,C00390,P0060,ST023,In-Store,2.0,20160.0,0.0,CASH,Completed,0.0
1317,O001435,2024-06-27 16:44:00,C01204,P0013,ST099,Online,2.0,30190.0,0.0,cash,Returned,6.0
1318,O006958,2025-12-21 16:41:00,C00298,P0110,ST018,In-Store,1.0,9580.0,0.0,M-Pesa,Completed,0.0
1319,O000092,2024-01-12 10:12:00,C00587,P0022,ST099,Online,1.0,63380.0,0.0,cash ,Returned,4.0
1320,O003549,2025-01-12 20:08:00,C00699,P0135,ST008,In-Store,1.0,3510.0,0.0,M-Pesa,Completed,0.0
1321,O002901,2024-11-26 15:21:00,C00070,P0091,ST099,Online,1.0,2270.0,0.2,M-Pesa,Completed,2.0
1322,O004668,2025-05-21 18:57:00,C00861,P0060,ST006,In-Store,1.0,,0.0,M-Pesa,Completed,0.0
1323,O003474,2025-01-02 19:57:00,C00604,P0192,ST099,Online,1.0,34850.0,0.1,cash,Completed,5.0
1324,O000320,2024-02-12 19:24:00,C01041,P0001,ST008,In-Store,1.0,85060.0,0.0,M-Pesa,Completed,0.0
1325,O001349,2024-06-17 12:56:00,C00790,P0024,ST099,Online,1.0,85100.0,0.0,M-Pesa,Completed,2.0
1326,O000870,2024-04-19 19:46:00,C00463,P0058,ST004,In-Store,1.0,17000.0,0.0,M-Pesa,Completed,0.0
1327,O006300,2025-11-03 13:29:00,C00493,P0062,ST007,In-Store,1.0,20210.0,0.0,M-Pesa,Completed,0.0
1328,O001035,2024-05-10 17:43:00,C00203,P0047,ST018,In-Store,1.0,16000.0,0.0,Airtel Money,Completed,0.0
1329,O002542,2024-10-24 19:45:00,C00847,P0158,ST015,In-Store,1.0,36400.0,0.0,Bank Transfer,Completed,0.0
1330,O005815,2025-09-19 13:39:00,C00876,P0139,ST015,In-Store,1.0,6700.0,0.0,m-pesa,Completed,0.0
1331,O005558,2025-08-23 08:45:00,C00827,P0092,ST022,In-Store,3.0,2840.0,0.0,mpesa,Completed,0.0
1332,O003352,2024-12-24 12:54:00,C00296,P0096,ST012,In-Store,1.0,6270.0,0.1,Cash,Completed,0.0
1333,O005983,2025-10-06 16:22:00,C00061,P0183,ST099,Online,2.0,39320.0,0.0,Cash,Completed,3.0
1334,O004615,2025-05-16 19:30:00,C01118,P0151,ST001,In-Store,1.0,47660.0,0.0,M-Pesa,Completed,0.0
1335,O004385,21/04/2025,C00311,P0048,ST001,In-Store,1.0,21400.0,0.05,Airtel Money,COMPLETED,0.0
1336,O002408,2024-10-11 18:25:00,C00667,P0160,ST099,Online,1.0,52970.0,0.0,M-Pesa,Returned,4.0
1337,O006579,2025-11-28 12:10:00,C00544,P0041,ST099,Online,1.0,83810.0,0.0,Bank Transfer,Returned,1.0
1338,O006646,2025-12-02 09:09:00,C00316,P0161,ST016,In-Store,1.0,49910.0,0.0,MPESA ,Completed,0.0
1339,O002178,2024-09-17 08:18:00,C00124,P0165,ST099,Online,1.0,45630.0,,M-Pesa,Returned,1.0
1340,O002247,2024-09-24 14:46:00,C00016,P0024,ST099,Online,2.0,85100.0,0.0,M-Pesa,Completed,5.0
1341,O004093,2025/03/22,C01331,P0062,ST099,Online,1.0,20210.0,,M-Pesa,Returned,2.0
1342,O000225,2024-01-27 13:54:00,C01222,P0060,ST099,Online,1.0,20160.0,0.1,M-PESA,Completed,3.0
1343,O004849,2025-06-09 15:17:00,C00485,P0002,ST024,In-Store,1.0,91490.0,0.0,CASH,Completed,0.0
1344,O006096,2025-10-16 10:14:00,C00646,P0125,ST099,Online,2.0,5710.0,0.05,M-Pesa,Completed,3.0
1345,O004061,2025/03/19,C01301,P0079,ST019,In-Store,1.0,17060.0,0.0,M-Pesa,Completed,0.0
1346,O002036,2024-09-01 15:29:00,C01249,P0171,ST099,Online,1.0,48310.0,0.0,Airtel Money,Completed,3.0
1347,O007092,2025-12-28 11:12:00,C01277,P0060,ST001,In-Store,2.0,20160.0,0.0,M-Pesa,Completed,0.0
1348,O006539,2025-11-24 12:40:00,C00673,P0069,ST099,Online,1.0,20690.0,0.0,M-Pesa,Completed,6.0
1349,O003472,2025-01-01 09:18:00,C00836,P0020,ST004,In-Store,1.0,10070.0,0.0,M-Pesa,Completed,0.0
1350,O003762,2025-02-09 16:24:00,C00141,P0148,ST022,In-Store,2.0,32090.0,0.0,M-Pesa,Returned,0.0
1351,O001940,2024-08-22 08:27:00,C00573,P0175,ST009,In-Store,2.0,15740.0,0.0,Airtel Money,completed,0.0
1352,O001263,2024-06-08 14:20:00,C01216,P0004,ST008,In-Store,1.0,38100.0,0.0,M-Pesa,Completed,0.0
1353,O005684,2025-09-05 14:10:00,C01067,P0079,ST099,Online,2.0,17060.0,0.0,Bank Transfer,Completed,1.0
1354,O006659,2025-12-03 16:32:00,C00354,P0084,ST023,In-Store,1.0,17830.0,0.0,M-Pesa,returned,0.0
1355,O004952,2025-06-21 15:05:00,C00285,P0051,ST099,Online,1.0,20210.0,0.0,M-Pesa,Cancelled,3.0
1356,O003039,2024-12-06 10:30:00,C00938 ,P0091,ST009,In-Store,1.0,2270.0,0.0,M-Pesa,Completed,0.0
1357,O005261,2025-07-24 09:24:00,C00789,P0074,ST099,Online,1.0,1880.0,0.0,Credit/Debit Card,COMPLETED,4.0
1358,O006224,2025-10-28 16:01:00,C00875,P0160,ST023,In-Store,2.0,52970.0,0.0,mpesa,RETURNED,0.0
1359,O002207,2024-09-21 18:15:00,C01137,P0068,ST099,Online,2.0,1250.0,0.0,Mpesa ,Completed,2.0
1360,O002463,2024-10-16 12:07:00,C00645,P0058,ST099,Online,1.0,17000.0,0.15,M-Pesa,Completed,3.0
1361,O000423,2024-02-25 15:17:00,C01106,P0196,ST022,In-Store,1.0,20930.0,0.0,M-Pesa,Completed,0.0
1362,O002452,2024-10-15 18:18:00,C00900,P0150,ST014,In-Store,1.0,32640.0,0.0,M-Pesa,Completed,0.0
1363,O006689,2025-12-06 18:25:00,C00673,P0165,ST007,In-Store,1.0,45630.0,0.0,Mpesa ,Completed,0.0
1364,O003003,2024-12-03 10:55:00,C00890,P0159,ST099,Online,1.0,14960.0,,M-Pesa,Completed,6.0
1365,O005801,2025-09-18 18:32:00,C00680,P0074,ST020,In-Store,1.0,1880.0,0.0,M-Pesa,Completed,0.0
1366,O000744,2024-04-06 19:53:00,C00316,P0173,ST099,Online,1.0,19620.0,0.0,cash ,Completed,4.0
1367,O001915,2024-08-19 12:30:00,C00287,P0091,ST005,In-Store,2.0,2270.0,0.0,Mpesa ,Completed,0.0
1368,O005301,2025-07-29 16:10:00,C00421,P0079,ST020,In-Store,1.0,17060.0,0.0,m-pesa,Completed,0.0
1369,O003899,2025-02-28 09:56:00,C00291,P0060,ST099,Online,1.0,20160.0,0.0,Credit/Debit Card,Completed,6.0
1370,O001200,2024-05-31 16:32:00,C01107,P0086,ST099,Online,1.0,19730.0,0.0,MPESA ,Returned,2.0
1371,O001947,2024-08-23 09:57:00,C01168,P0024,ST009,In-Store,1.0,85100.0,0.0,M-Pesa,complete,0.0
1372,O002627,2024-11-02 08:05:00,C00032,P0110,ST018,In-Store,2.0,9580.0,0.0,Credit/Debit Card,Completed,0.0
1373,O004645,2025-05-19 11:13:00,C00913,P0123,ST099,Online,1.0,7870.0,0.0,M-Pesa,COMPLETED,5.0
1374,O003177,2024-12-15 14:40:00,C00397,P0010,ST007,In-Store,2.0,127120.0,0.1,M-Pesa,Completed,0.0
1375,O003493,2025-01-05 14:32:00,C00319,P0060,ST017,In-Store,1.0,20160.0,0.0,M-Pesa,Completed,0.0
1376,O004300,2025/04/13,C00070,P0174,ST018,In-Store,1.0,29840.0,0.0,CASH,Completed,0.0
1377,O000726,2024-04-03 09:40:00,C00267,P0183,ST099,Online,1.0,39320.0,0.0,Bank Transfer,Returned,2.0
1378,O000951,2024-04-28 12:53:00,C01067,P0058,ST099,Online,1.0,17000.0,0.0,M-Pesa,Completed,4.0
1379,O001955,2024-08-24 08:53:00,C01215,P0125,ST013,In-Store,1.0,5710.0,0.0,Airtel-Money,Completed,0.0
1380,O003728,2025-02-05 16:37:00,C00383,P0198,ST099,Online,1.0,35160.0,0.0,M-Pesa,Completed,1.0
1381,O004339,2025-04-17 18:44:00,C01265,P0012,ST016,In-Store,2.0,130340.0,0.0,credit card,Completed,0.0
1382,O002436,2024-10-13 13:37:00,C00518,P0079,ST023,In-Store,1.0,17060.0,0.0,M-Pesa,Completed,0.0
1383,O004463,2025-04-28 14:27:00,C01304,P0189,ST099,Online,1.0,32140.0,0.0,Cash,Cancelled,6.0
1384,O000068,2024-01-09 17:59:00,C00344,P0093,ST020,In-Store,1.0,15030.0,0.0,M-Pesa,Completed,0.0
1385,O000571,2024-03-16 08:48:00,C00390,P0125,ST018,In-Store,1.0,5710.0,0.0,M-Pesa,Completed,0.0
1386,O003771,2025-02-10 14:12:00,C00176,P0198,ST009,In-Store,1.0,35160.0,0.0,Airtel-Money,Completed,0.0
1387,O003953,2025-03-06 19:37:00,C01301,P0002,ST099,Online,1.0,91490.0,0.0,M-Pesa,Completed,5.0
1388,O001367,2024-06-19 13:07:00,C00778,P0112,ST099,Online,2.0,9880.0,0.0,M-Pesa,completed,1.0
1389,O002141,2024-09-14 12:03:00,C00289,P0060,ST021,In-Store,1.0,20160.0,0.0,cash ,Completed,0.0
1390,O006044,2025-10-11 19:14:00,C00840,P0062,ST009,In-Store,1.0,20210.0,0.0,M-Pesa,Completed,0.0
1391,O003258,2024-12-19 16:14:00,C00934,P0144,ST017,In-Store,2.0,30700.0,0.0,debit card,complete,0.0
1392,O001941,2024-08-22 17:27:00,C00402,P0173,ST020,In-Store,1.0,19620.0,0.05,Airtel Money,Completed,0.0
1393,O003613,2025-01-20 11:13:00,C00749,P0045,ST023,In-Store,1.0,20960.0,0.0,m-pesa,Completed,0.0
1394,O005563,23-Aug-2025,C01025,P0171,ST014,In-Store,1.0,48310.0,0.0,Bank Transfer,Returned,0.0
1395,O000493,2024-03-06 12:37:00,C01224,P0179,ST020,In-Store,1.0,40350.0,0.0,Cash,Completed,0.0
1396,O003533,2025-01-09 11:35:00,C00596,P0104,ST099,Online,1.0,3780.0,0.0,M-Pesa,Completed,2.0
1397,O000262,2024-02-02 08:47:00,C00522,P0062,ST005,In-Store,1.0,20210.0,0.0,M-Pesa,Completed,0.0
1398,O004135,2025-03-26 13:34:00,C00063,P0185,ST017,In-Store,1.0,24250.0,0.0,Cash,Completed,0.0
1399,O003454,2024-12-30 15:16:00,C01201,P0112,ST099,Online,1.0,9880.0,0.0,Cash,Completed,2.0
1400,O006917,2025-12-19 16:18:00,C01229,P0084,ST006,In-Store,1.0,17830.0,0.05,Credit/Debit Card,Cancelled,0.0
1401,O000986,2024-05-04 20:46:00,C01103,P0136,ST015,In-Store,1.0,1510.0,0.0,Cash,complete,0.0
1402,O000441,2024-02-28 18:21:00,C01040,P0135,ST099,Online,1.0,3510.0,,M-Pesa,Completed,1.0
1403,O004768,2025-05-31 12:49:00,C00552,P0058,ST002,In-Store,1.0,17000.0,0.25,M-Pesa,Completed,0.0
1404,O004691,2025-05-24 11:51:00,C00062,P0135,ST019,In-Store,1.0,3510.0,0.0,M-Pesa,Completed,0.0
1405,O004627,2025-05-18 08:56:00,C00876,P0084,ST099,Online,2.0,17830.0,0.0,mpesa,Completed,1.0
1406,O003370,2024/12/25,C00326,P0160,ST019,In-Store,1.0,52970.0,0.0,Cash,complete,0.0
1407,O004045,2025-03-17 16:33:00,C00512,P0118,ST099,Online,2.0,9190.0,0.0,M-Pesa,Completed,3.0
1408,O005685,2025-09-05 15:04:00,C01158,P0183,ST099,Online,1.0,39320.0,0.0,debit card,Completed,2.0
1409,O004215,2025-04-03 19:35:00,C01016,P0129,ST012,In-Store,1.0,10150.0,0.0,Cash,complete,0.0
1410,O000772,2024-04-09 15:39:00,C00295,P0152,ST099,Online,3.0,11580.0,0.0,AIRTEL MONEY,completed,6.0
1411,O002152,2024-09-15 17:58:00,C00982,P0122,ST099,Online,2.0,1050.0,0.0,Cash,Completed,1.0
1412,O005097,2025-07-06 14:50:00,C00999,P0079,ST015,In-Store,1.0,17060.0,0.0,M-Pesa,Completed,0.0
1413,O001024,2024-05-08 18:34:00,C00041,P0197,ST099,Online,1.0,,0.0,M-Pesa,Completed,1.0
1414,O004795,2025-06-03 19:39:00,C00531,P0159,ST001,In-Store,1.0,14960.0,0.0,Bank Transfer,Completed,0.0
1415,O000016,2024-01-03 12:17:00,C01294,P0135,ST024,In-Store,1.0,3510.0,0.0,M-Pesa,complete,0.0
1416,O001665,2024-07-23 10:19:00,C00884,P0146,ST099,Online,4.0,29570.0,0.0,mpesa,Completed,2.0
1417,O003376,2024-12-25 10:46:00,C00357,P0088,ST019,In-Store,1.0,10360.0,,M-Pesa,Completed,0.0
1418,O003016,2024-12-04 09:40:00,C00183,P0010,ST011,In-Store,3.0,127120.0,0.0,Mpesa,Completed,0.0
1419,O004677,2025-05-22 17:26:00,C00500,P0086,ST099,Online,1.0,19730.0,0.0,Cash,Completed,1.0
1420,O001475,2024-07-02 14:36:00,C00888,P0183,ST006,In-Store,1.0,39320.0,0.0,cash ,Completed,0.0
1421,O004482,2025-04-30 09:32:00,C00197,P0146,ST099,Online,1.0,29570.0,0.0,Cash,Completed,5.0
1422,O003471,2025-01-01 15:49:00,C00825,P0183,ST099,Online,1.0,39320.0,0.0,airtel money,Completed,2.0
1423,O000193,2024-01-24 11:13:00,C00724,P0084,ST009,In-Store,1.0,17830.0,0.15,Airtel Money,Completed,0.0
1424,O004353,2025-04-18 19:47:00,C01201,P0048,ST099,Online,1.0,21400.0,,M-Pesa,Completed,4.0
1425,O004607,2025-05-15 11:46:00,C00481,P0034,ST007,In-Store,2.0,32600.0,0.0,M pesa,Completed,0.0
1426,O001883,2024-08-17 10:43:00,C00819,P0171,ST020,In-Store,1.0,48310.0,0.0,Bank Transfer,complete,0.0
1427,O002862,2024-11-22 14:44:00,C01016,P0171,ST099,Online,1.0,48310.0,0.0,M-Pesa,Completed,6.0
1428,O005898,2025-09-27 18:00:00,C01179,P0041,ST099,Online,,83810.0,0.0,Mpesa,Completed,2.0
1429,O003722,2025-02-03 12:34:00,C01204,P0112,ST010,In-Store,1.0,9880.0,0.05,Credit/Debit Card,Completed,0.0
1430,O005968,2025-10-04 13:45:00,C01291,P0165,ST003,In-Store,1.0,45630.0,0.0,Airtel Money,Returned,0.0
1431,O001745,2024-07-31 16:52:00,C00291,P0173,ST099,Online,1.0,19620.0,0.0,M-Pesa,Completed,4.0
1432,O001015,2024-05-07 19:54:00,C00082,P0156,ST006,In-Store,1.0,30350.0,0.0,M-Pesa,Completed,0.0
1433,O004576,2025-05-10 14:58:00,C00644,P0080,ST021,In-Store,1.0,4980.0,0.0,Bank Transfer,Completed,0.0
1434,O005473,2025-08-15 09:07:00,C00112,P0033,ST099,Online,1.0,103260.0,0.0,m-pesa,Completed,6.0
1435,O004250,2025-04-07 16:09:00,C00884,P0056,ST013,In-Store,1.0,14270.0,0.0,M-Pesa,Completed,0.0
1436,O002332,2024-10-05 13:05:00,C01150,P0123,ST099,Online,1.0,7870.0,0.0,Cash,Cancelled,1.0
1437,O001858,2024-08-14 16:05:00,,P0091,ST023,In-Store,1.0,2270.0,0.0,Cash,Completed,0.0
1438,O006267,2025-11-01 18:58:00,C00915,P0196,ST010,In-Store,1.0,20930.0,0.05,M-Pesa,completed,0.0
1439,O002177,2024-09-17 12:09:00,C00126,P0022,ST014,In-Store,1.0,63380.0,0.0,Mpesa ,complete,0.0
1440,O004649,2025-05-20 12:39:00,C00298,P0034,ST014,In-Store,2.0,32600.0,0.0,M-Pesa,Completed,0.0
1441,O005299,2025-07-29 09:01:00,C00430,P0158,ST099,Online,2.0,36400.0,0.0,M-Pesa,complete,1.0
1442,O000212,2024-01-26 11:08:00,C00600,P0005,ST004,In-Store,1.0,18960.0,0.0,M-Pesa,Completed,0.0
1443,O002600,2024-10-30 14:57:00,C00338,P0143,ST001,In-Store,1.0,2270.0,0.0,M-Pesa,Cancelled,0.0
1444,O004416,2025-04-23 08:02:00,C00743,P0056,ST099,Online,1.0,14270.0,0.0,MPESA ,Completed,5.0
1445,O006684,2025-12-05 11:11:00,C00532,P0144,ST099,Online,1.0,30700.0,0.1,M-Pesa,Returned,4.0
1446,O005052,2025-07-02 19:35:00,C00843,P0135,ST099,Online,1.0,3510.0,0.0,M pesa,Completed,3.0
1447,O005227,2025-07-20 18:15:00,C00456,P0089,ST009,In-Store,1.0,7140.0,0.0,Bank Transfer,Returned,0.0
1448,O001660,2024-07-22 15:02:00,C01280,P0060,ST010,In-Store,1.0,20160.0,0.0,cash,Completed,0.0
1449,O003033,2024-12-06 12:29:00,,P0096,ST006,In-Store,1.0,6270.0,0.1,M-Pesa,Completed,0.0
1450,O001279,2024/06/09,C00726,P0071,ST018,In-Store,4.0,4850.0,0.0,Bank Transfer,COMPLETED,0.0
1451,O001051,2024-05-11 15:42:00,C00857,P0056,ST099,Online,1.0,,0.0,Bank Transfer,completed,4.0
1452,O000754,2024-04-07 19:27:00,C00948,P0198,ST099,Online,1.0,35160.0,0.0,Mpesa,Completed,5.0
1453,O004686,2025-05-23 09:43:00,C00546,P0025,ST006,In-Store,2.0,53630.0,0.0,credit card,Completed,0.0
1454,O006479,2025-11-19 18:30:00,C00106,P0025 ,ST099,Online,1.0,53630.0,0.0,M-Pesa,Completed,5.0
1455,O004894,2025-06-14 10:54:00,C00708,P0154,ST001,In-Store,1.0,14610.0,0.0,Credit/Debit Card,Cancelled,0.0
1456,O006938,2025-12-20 12:21:00,C01024,P0110,ST099,Online,1.0,9580.0,,Cash,Completed,2.0
1457,O000436,2024-02-27 16:14:00,C00957,P0135,ST099,Online,1.0,3510.0,0.0,M-Pesa,Completed,5.0
1458,O006324,2025-11-06 19:52:00,C01078,P0032,ST099,Online,2.0,112270.0,0.0,M-Pesa,Completed,1.0
1459,O003881,2025-02-26 17:43:00,C00210,P0003,ST016,In-Store,2.0,26210.0,0.0,M-Pesa,Completed,0.0
1460,O006208,2025-10-26 16:57:00,C00261,P0114,ST099,Online,1.0,3720.0,0.0,M-Pesa,Completed,1.0
1461,O006277,2025-11-01 14:20:00,C00086,P0188,ST009,In-Store,1.0,10310.0,0.0,Mpesa,Completed,0.0
1462,O004021,2025-03-14 19:28:00,C01105,P0139,ST099,Online,1.0,6700.0,0.25,CARD,canceled,5.0
1463,O002457,2024-10-15 11:58:00,C01063,P0063,ST023,In-Store,2.0,1440.0,0.0,CARD,Completed,0.0
1464,O002614,2024-11-01 08:32:00,C00696,P0005,ST008,In-Store,1.0,18960.0,0.0,Cash,Completed,0.0
1465,O002356,2024-10-06 14:31:00,C00993,P0108,ST005,In-Store,1.0,14950.0,0.0,Mpesa,complete,0.0
1466,O005858,2025-09-24 20:25:00,C00502,P0144,ST010,In-Store,1.0,30700.0,0.0,CASH,Completed,0.0
1467,O003978,2025-03-08 15:56:00,C00782,P0135,ST099,Online,2.0,3510.0,0.0,airtel money,returned,6.0
1468,O000739,2024-04-06 15:02:00,C01029,P0125,ST015,In-Store,1.0,5710.0,0.05,credit card,COMPLETED,0.0
1469,O000228,2024-01-27 14:24:00,C01017,P0004,ST099,Online,1.0,38100.0,0.0,CASH,Completed,2.0
1470,O004646,2025-05-19 15:21:00,C00575,P0071,ST004,In-Store,1.0,4850.0,0.0,m-pesa,Completed,0.0
1471,O002647,2024-11-04 11:11:00,C00070,P0126,ST099,Online,2.0,12920.0,0.0,Cash,Completed,2.0
1472,O000106,2024-01-13 11:08:00,C00262,P0139,ST099,Online,1.0,6700.0,0.0,M pesa,Completed,6.0
1473,O006658,2025-12-03 10:08:00,,P0173,ST099,Online,1.0,19620.0,0.15,Airtel Money,Completed,1.0
1474,O007115,2025-12-30 17:05:00,C00397,P0168,ST099,Online,2.0,31350.0,0.0,M-Pesa,Completed,6.0
1475,O003144,2024-12-14 19:32:00,C01301,P0146,ST099,Online,1.0,29570.0,0.15,cash,Completed,4.0
1476,O007096,2025-12-28 19:36:00,C00353,P0183,ST017,In-Store,,39320.0,0.0,Cash,Completed,0.0
